title,csoshortname,description,catalogitemNumber,commercialUnitPrice,commercialUnitOfIssue,customerUnitPrice,customerUnitOfIssue,discountpremiumfee
Azure Container Instances,Azure Container Instances,,ITEM-00939,36.164,Month,27.123,Month,25%
Azure Blob Storage,Azure Blob Storage,,ITEM-00940,6.996,Month,5.247,Month,25%
Azure Analysis Services,Azure Analysis Services,,ITEM-00941,23.898,Month,17.924,Month,25%
Azure Front Door,Azure Front Door,,ITEM-00942,48.773,Month,36.58,Month,25%
Azure Cosmos DB,Azure Cosmos DB,,ITEM-00943,11.865,Month,8.899,Month,25%
Azure Stream Analytics,Azure Stream Analytics,,ITEM-00944,24.955,Month,18.716,Month,25%
Azure Service Bus,Azure Service Bus,,ITEM-00945,36.88,Month,27.66,Month,25%
Azure Firewall,Azure Firewall,,ITEM-00946,0.47,Month,0.352,Month,25%
Azure Load Balancer,Azure Load Balancer,,ITEM-00947,5.8,Month,4.35,Month,25%
Azure Synapse Analytics,Azure Synapse Analytics,,ITEM-00948,41.432,Month,31.074,Month,25%
Azure Firewall,Azure Firewall,,ITEM-00949,2.633,Month,1.975,Month,25%
Azure Batch,Azure Batch,,ITEM-00950,10.724,Month,8.043,Month,25%
Azure Blob Storage,Azure Blob Storage,,ITEM-00951,4.316,Month,3.237,Month,25%
Azure Event Hubs,Azure Event Hubs,,ITEM-00952,2.852,Month,2.139,Month,25%
Azure Container Instances,Azure Container Instances,,ITEM-00953,22.996,Month,17.247,Month,25%
Azure API Management,Azure API Management,,ITEM-00954,24.461,Month,18.346,Month,25%
Azure Event Hubs,Azure Event Hubs,,ITEM-00955,34.948,Month,26.211,Month,25%
Azure Cache for Redis,Azure Cache for Redis,,ITEM-00956,18.656,Month,13.992,Month,25%
Azure Blob Storage,Azure Blob Storage,,ITEM-00957,22.91,Month,17.183,Month,25%
Azure HDInsight,Azure HDInsight,,ITEM-00958,48.035,Month,36.026,Month,25%
Azure Logic Apps,Azure Logic Apps,,ITEM-00959,29.5,Month,22.125,Month,25%
Azure Data Factory,Azure Data Factory,,ITEM-00960,29.936,Month,22.452,Month,25%
Azure App Service,Azure App Service,,ITEM-00961,5.904,Month,4.428,Month,25%
Azure Cache for Redis,Azure Cache for Redis,,ITEM-00962,27.881,Month,20.911,Month,25%
Azure Logic Apps,Azure Logic Apps,,ITEM-00963,4.82,Month,3.615,Month,25%
Azure Traffic Manager,Azure Traffic Manager,,ITEM-00964,3.116,Month,2.337,Month,25%
Azure Key Vault,Azure Key Vault,,ITEM-00965,39.601,Month,29.701,Month,25%
Azure Functions,Azure Functions,,ITEM-00966,37.295,Month,27.971,Month,25%
Azure Machine Learning,Azure Machine Learning,,ITEM-00967,43.883,Month,32.912,Month,25%
Azure Cosmos DB,Azure Cosmos DB,,ITEM-00968,31.814,Month,23.861,Month,25%
Azure Bastion,Azure Bastion,,ITEM-00969,21.697,Month,16.273,Month,25%
Azure Active Directory,Azure Active Directory,,ITEM-00970,20.351,Month,15.263,Month,25%
Azure Firewall,Azure Firewall,,ITEM-00971,27.492,Month,20.619,Month,25%
Azure Backup,Azure Backup,,ITEM-00972,13.733,Month,10.3,Month,25%
Azure Active Directory,Azure Active Directory,,ITEM-00973,7.972,Month,5.979,Month,25%
Azure Databricks,Azure Databricks,,ITEM-00974,5.64,Month,4.23,Month,25%
Azure Service Bus,Azure Service Bus,,ITEM-00975,5.515,Month,4.136,Month,25%
Azure Cosmos DB,Azure Cosmos DB,,ITEM-00976,45.779,Month,34.334,Month,25%
Azure SignalR Service,Azure SignalR Service,,ITEM-00977,31.913,Month,23.935,Month,25%
Azure Front Door,Azure Front Door,,ITEM-00978,6.343,Month,4.757,Month,25%
Azure Site Recovery,Azure Site Recovery,,ITEM-00979,46.51,Month,34.883,Month,25%
Azure Traffic Manager,Azure Traffic Manager,,ITEM-00980,0.197,Month,0.148,Month,25%
Azure Batch,Azure Batch,,ITEM-00981,7.295,Month,5.471,Month,25%
Azure Firewall,Azure Firewall,,ITEM-00982,16.975,Month,12.731,Month,25%
Azure Cache for Redis,Azure Cache for Redis,,ITEM-00983,49.677,Month,37.258,Month,25%
Azure Arc,Azure Arc,,ITEM-00984,15.619,Month,11.714,Month,25%
Azure Front Door,Azure Front Door,,ITEM-00985,39.497,Month,29.623,Month,25%
Azure Databricks,Azure Databricks,,ITEM-00986,22.743,Month,17.057,Month,25%
Azure Data Factory,Azure Data Factory,,ITEM-00987,3.952,Month,2.964,Month,25%
Azure Blob Storage,Azure Blob Storage,,ITEM-00988,39.098,Month,29.323,Month,25%
Azure Backup,Azure Backup,,ITEM-00989,14.942,Month,11.207,Month,25%
Azure Event Hubs,Azure Event Hubs,,ITEM-00990,35.227,Month,26.42,Month,25%
Azure Load Balancer,Azure Load Balancer,,ITEM-00991,0.829,Month,0.622,Month,25%
Azure Databricks,Azure Databricks,,ITEM-00992,6.907,Month,5.18,Month,25%
Azure Cache for Redis,Azure Cache for Redis,,ITEM-00993,42.703,Month,32.027,Month,25%
Azure Databricks,Azure Databricks,,ITEM-00994,31.265,Month,23.449,Month,25%
Azure Container Instances,Azure Container Instances,,ITEM-00995,31.907,Month,23.93,Month,25%
Azure Site Recovery,Azure Site Recovery,,ITEM-00996,33.982,Month,25.486,Month,25%
Azure ExpressRoute,Azure ExpressRoute,,ITEM-00997,29.245,Month,21.934,Month,25%
Azure Spring Apps,Azure Spring Apps,,ITEM-00998,12.668,Month,9.501,Month,25%
Azure Bastion,Azure Bastion,,ITEM-00999,23.258,Month,17.444,Month,25%
Azure Firewall,Azure Firewall,,ITEM-01000,13.894,Month,10.421,Month,25%
